3,3,1.5,1.0,JT_test,0.1,0.9703
3,3,1.5,1.0,JT_test,0.05,0.88756
3,3,1.5,1.0,JT_test,0.01,0.50697
3,3,1.5,1.0,DD_test,0.1,0.98456
3,3,1.5,1.0,DD_test,0.05,0.94952
3,3,1.5,1.0,DD_test,0.01,0.71125
3,3,1.5,1.1919191919191918,JT_test,0.1,0.94946
3,3,1.5,1.1919191919191918,JT_test,0.05,0.83682
3,3,1.5,1.1919191919191918,JT_test,0.01,0.42679
3,3,1.5,1.1919191919191918,DD_test,0.1,0.96991
3,3,1.5,1.1919191919191918,DD_test,0.05,0.91485
3,3,1.5,1.1919191919191918,DD_test,0.01,0.62369
3,3,1.5,1.3838383838383839,JT_test,0.1,0.92408
3,3,1.5,1.3838383838383839,JT_test,0.05,0.78617
3,3,1.5,1.3838383838383839,JT_test,0.01,0.364
3,3,1.5,1.3838383838383839,DD_test,0.1,0.94967
3,3,1.5,1.3838383838383839,DD_test,0.05,0.8762
3,3,1.5,1.3838383838383839,DD_test,0.01,0.55317
3,3,1.5,1.5757575757575757,JT_test,0.1,0.89774
3,3,1.5,1.5757575757575757,JT_test,0.05,0.73941
3,3,1.5,1.5757575757575757,JT_test,0.01,0.31822
3,3,1.5,1.5757575757575757,DD_test,0.1,0.92724
3,3,1.5,1.5757575757575757,DD_test,0.05,0.83748
3,3,1.5,1.5757575757575757,DD_test,0.01,0.49302
3,3,1.5,1.7676767676767677,JT_test,0.1,0.8705
3,3,1.5,1.7676767676767677,JT_test,0.05,0.69577
3,3,1.5,1.7676767676767677,JT_test,0.01,0.28022
3,3,1.5,1.7676767676767677,DD_test,0.1,0.90521
3,3,1.5,1.7676767676767677,DD_test,0.05,0.7978
3,3,1.5,1.7676767676767677,DD_test,0.01,0.44243
3,3,1.5,1.9595959595959596,JT_test,0.1,0.8446
3,3,1.5,1.9595959595959596,JT_test,0.05,0.65698
3,3,1.5,1.9595959595959596,JT_test,0.01,0.25205
3,3,1.5,1.9595959595959596,DD_test,0.1,0.88097
3,3,1.5,1.9595959595959596,DD_test,0.05,0.76151
3,3,1.5,1.9595959595959596,DD_test,0.01,0.40142
3,3,1.5,2.1515151515151514,JT_test,0.1,0.81939
3,3,1.5,2.1515151515151514,JT_test,0.05,0.62213
3,3,1.5,2.1515151515151514,JT_test,0.01,0.22573
